"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"518380",1557212412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16900,NaN,NaN
"518386",1557212418,NaN,NaN,NaN,NaN,NaN,NaN,27400,NaN,NaN,NaN
"518397",1557212429,NaN,NaN,NaN,NaN,NaN,NaN,27488,NaN,NaN,NaN
"518398",1557212430,NaN,NaN,NaN,NaN,NaN,NaN,27495.5121412804,NaN,NaN,NaN
"518399",1557212431,NaN,NaN,NaN,NaN,NaN,NaN,27500,NaN,NaN,NaN
"518411",1557212443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18100,NaN
"518414",1557212446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18174,NaN
"518419",1557212451,NaN,363070.547550432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518420",1557212452,NaN,363379.89,37468,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518421",1557212453,NaN,363238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518427",1557212459,NaN,NaN,NaN,32185.9124087591,NaN,NaN,NaN,NaN,NaN,NaN
"518428",1557212460,53626.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518432",1557212464,NaN,NaN,NaN,32098,NaN,NaN,NaN,NaN,NaN,NaN
"518433",1557212465,NaN,363404.140740741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518434",1557212466,NaN,363703.638941399,NaN,NaN,NaN,NaN,NaN,17020,NaN,NaN
"518435",1557212467,NaN,363478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518443",1557212475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6910
"518446",1557212478,NaN,364300,NaN,NaN,NaN,NaN,27500,NaN,NaN,NaN
"518447",1557212479,NaN,NaN,NaN,NaN,NaN,NaN,27381,NaN,NaN,NaN
"518449",1557212481,NaN,NaN,37395,NaN,NaN,NaN,NaN,NaN,NaN,6900
"518450",1557212482,NaN,364400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6900
"518451",1557212483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6900
"518453",1557212485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6900
"518454",1557212486,NaN,363501.315457413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6900
"518458",1557212490,NaN,NaN,NaN,NaN,45304,20312.3673469388,27381,NaN,NaN,NaN
"518459",1557212491,NaN,363483.385159011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518461",1557212493,NaN,363481.383458647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518462",1557212494,NaN,363472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6920
"518465",1557212497,NaN,NaN,NaN,NaN,NaN,NaN,27496,NaN,NaN,NaN
"518466",1557212498,NaN,363000.108695652,NaN,NaN,NaN,NaN,27487,NaN,NaN,NaN
"518467",1557212499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6922
"518470",1557212502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6921
"518476",1557212508,NaN,363845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518480",1557212512,NaN,363697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518481",1557212513,NaN,363697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518482",1557212514,NaN,362994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518483",1557212515,NaN,362900.7925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518487",1557212519,NaN,362653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518488",1557212520,NaN,NaN,NaN,NaN,NaN,NaN,27383,NaN,NaN,6909
"518489",1557212521,NaN,NaN,37419.748427673,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518490",1557212522,NaN,NaN,37417.1206030151,NaN,NaN,NaN,NaN,16858,NaN,NaN
"518492",1557212524,NaN,362652,37420,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518493",1557212525,NaN,362653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518498",1557212530,NaN,NaN,NaN,NaN,NaN,NaN,27385,NaN,NaN,NaN
"518502",1557212534,NaN,362652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518507",1557212539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6921.06256062076
"518508",1557212540,NaN,NaN,37420,NaN,NaN,NaN,27386,NaN,NaN,NaN
"518513",1557212545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6931
"518515",1557212547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16999,NaN,NaN
"518516",1557212548,NaN,362705.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518518",1557212550,NaN,NaN,37419,NaN,NaN,NaN,27386,NaN,NaN,NaN
"518525",1557212557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16999,NaN,NaN
"518526",1557212558,53708.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518527",1557212559,NaN,361853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518528",1557212560,NaN,NaN,NaN,NaN,NaN,NaN,27386,NaN,NaN,NaN
"518530",1557212562,NaN,362037.046052632,NaN,NaN,NaN,NaN,NaN,16999,NaN,NaN
"518531",1557212563,53582.3656338028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518533",1557212565,NaN,361852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518537",1557212569,53689.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518538",1557212570,NaN,362598.18,NaN,NaN,NaN,NaN,27423.9562043796,NaN,NaN,NaN
"518541",1557212573,NaN,362000,37428.064516129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518542",1557212574,NaN,361955.717391304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518543",1557212575,NaN,361785.189349112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518544",1557212576,NaN,361720.577647059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518545",1557212577,NaN,361792.437935844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518546",1557212578,NaN,NaN,37450,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518547",1557212579,NaN,NaN,NaN,NaN,NaN,NaN,27389,NaN,NaN,NaN
"518549",1557212581,NaN,361653.972881356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518550",1557212582,NaN,361366.387096774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518551",1557212583,NaN,NaN,NaN,32130.2004008016,NaN,NaN,NaN,NaN,NaN,NaN
"518553",1557212585,NaN,361120.826923077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518554",1557212586,NaN,361155.58,NaN,NaN,NaN,20436,NaN,NaN,NaN,NaN
"518556",1557212588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6940.39276649746
"518557",1557212589,NaN,361144.061797753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6950.62345090562
"518558",1557212590,NaN,NaN,NaN,NaN,45485.0915254237,NaN,NaN,NaN,NaN,NaN
"518559",1557212591,NaN,361001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518560",1557212592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6916.96342637151
"518561",1557212593,NaN,NaN,NaN,32130,NaN,NaN,NaN,NaN,NaN,NaN
"518562",1557212594,NaN,NaN,NaN,NaN,NaN,NaN,27389,NaN,NaN,NaN
"518565",1557212597,NaN,361078,37420.3531870428,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518567",1557212599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6950
"518568",1557212600,NaN,361001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518570",1557212602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6918.33333333333
"518571",1557212603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6918.50701499758
"518572",1557212604,NaN,361000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518574",1557212606,NaN,NaN,37439,NaN,NaN,NaN,NaN,NaN,NaN,6945
"518575",1557212607,NaN,361000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518576",1557212608,NaN,361000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518577",1557212609,NaN,NaN,NaN,NaN,NaN,NaN,27394,NaN,NaN,NaN
"518580",1557212612,NaN,361157.643192488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6918.48513878654
"518581",1557212613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6918
"518583",1557212615,NaN,NaN,NaN,NaN,NaN,20449.906937799,NaN,NaN,NaN,NaN
"518584",1557212616,NaN,361000,NaN,NaN,NaN,20460,NaN,NaN,NaN,NaN
"518585",1557212617,NaN,361000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518588",1557212620,NaN,NaN,NaN,NaN,NaN,NaN,27389,NaN,NaN,NaN
"518589",1557212621,NaN,NaN,NaN,32129,NaN,NaN,NaN,NaN,NaN,NaN
"518590",1557212622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6917.8139084507
"518591",1557212623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6917
"518592",1557212624,NaN,NaN,NaN,NaN,NaN,20400,NaN,NaN,NaN,NaN
"518594",1557212626,NaN,360982.631578947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518597",1557212629,NaN,361248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518598",1557212630,NaN,NaN,NaN,NaN,NaN,NaN,27390,NaN,NaN,NaN
"518602",1557212634,NaN,360897.521008403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518606",1557212638,NaN,360697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518608",1557212640,NaN,NaN,NaN,NaN,NaN,NaN,27390,NaN,NaN,NaN
"518609",1557212641,NaN,360696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518612",1557212644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18174,NaN
"518615",1557212647,NaN,360501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518618",1557212650,NaN,NaN,NaN,NaN,NaN,NaN,27390,NaN,NaN,NaN
"518621",1557212653,NaN,360474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518625",1557212657,NaN,360113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"518628",1557212660,NaN,NaN,NaN,32073.0541907514,NaN,NaN,27391,NaN,NaN,6916.83771929825
"518629",1557212661,NaN,NaN,NaN,32124,NaN,NaN,NaN,NaN,NaN,NaN
"518631",1557212663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6906
"518632",1557212664,NaN,NaN,NaN,NaN,NaN,NaN,27458.2605042017,NaN,NaN,NaN
