"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"1900771",1558594803,NaN,NaN,NaN,NaN,37403.512,NaN,NaN,NaN,NaN,NaN
"1900772",1558594804,NaN,NaN,NaN,NaN,37200.5833333333,NaN,NaN,NaN,NaN,NaN
"1900775",1558594807,NaN,NaN,NaN,NaN,37199.3240857503,NaN,NaN,NaN,NaN,NaN
"1900776",1558594808,NaN,NaN,NaN,NaN,37123.8095238095,NaN,NaN,NaN,NaN,NaN
"1900777",1558594809,NaN,NaN,NaN,NaN,37001,NaN,NaN,NaN,NaN,NaN
"1900778",1558594810,NaN,NaN,NaN,NaN,37100,NaN,NaN,NaN,NaN,NaN
"1900779",1558594811,NaN,NaN,NaN,NaN,37002,NaN,NaN,NaN,NaN,NaN
"1900782",1558594814,NaN,NaN,NaN,NaN,37050,NaN,NaN,NaN,NaN,NaN
"1900789",1558594821,NaN,NaN,NaN,NaN,37055,NaN,NaN,NaN,NaN,NaN
"1900790",1558594822,NaN,NaN,NaN,NaN,37121,NaN,NaN,NaN,NaN,NaN
"1900792",1558594824,NaN,NaN,NaN,NaN,37100,NaN,NaN,NaN,NaN,NaN
"1900793",1558594825,NaN,NaN,NaN,NaN,37149.7106109325,NaN,NaN,NaN,NaN,NaN
"1900796",1558594828,53330.2920833333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900798",1558594830,NaN,NaN,NaN,NaN,37196,NaN,NaN,NaN,NaN,NaN
"1900802",1558594834,NaN,NaN,NaN,NaN,37031.26,NaN,NaN,NaN,NaN,NaN
"1900803",1558594835,NaN,NaN,NaN,NaN,NaN,NaN,25566,NaN,NaN,NaN
"1900804",1558594836,NaN,NaN,NaN,NaN,37000,NaN,NaN,NaN,NaN,NaN
"1900805",1558594837,NaN,NaN,NaN,NaN,NaN,NaN,25582,NaN,NaN,NaN
"1900806",1558594838,NaN,NaN,NaN,NaN,37000,NaN,NaN,NaN,NaN,NaN
"1900807",1558594839,NaN,NaN,NaN,NaN,NaN,NaN,25637,NaN,NaN,NaN
"1900809",1558594841,NaN,NaN,NaN,NaN,NaN,19498,NaN,NaN,NaN,NaN
"1900811",1558594843,NaN,NaN,NaN,NaN,37035.7575757576,NaN,NaN,NaN,NaN,NaN
"1900815",1558594847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6528
"1900817",1558594849,NaN,NaN,NaN,NaN,37050,NaN,NaN,NaN,NaN,NaN
"1900818",1558594850,NaN,NaN,34658.8947368421,NaN,37042.72,NaN,NaN,NaN,NaN,NaN
"1900819",1558594851,NaN,NaN,NaN,NaN,NaN,NaN,25363,NaN,NaN,NaN
"1900820",1558594852,NaN,306414.817610063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900821",1558594853,NaN,307894.602636535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900822",1558594854,NaN,307950.578125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900823",1558594855,NaN,306220.04368932,34797,30874.4623376623,NaN,NaN,NaN,NaN,NaN,NaN
"1900824",1558594856,NaN,NaN,NaN,NaN,37169,NaN,NaN,NaN,NaN,NaN
"1900825",1558594857,NaN,NaN,NaN,NaN,37169,NaN,NaN,NaN,NaN,NaN
"1900826",1558594858,NaN,306011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900827",1558594859,NaN,306775,NaN,NaN,37008,NaN,NaN,NaN,NaN,NaN
"1900828",1558594860,NaN,307193.014925373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900829",1558594861,NaN,NaN,34710.2378130093,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900830",1558594862,53319.21,307409.144462279,34727,30700,37086,19261,25364,16230,16823,6502
"1900831",1558594863,NaN,307392,34750,30700,NaN,NaN,NaN,16230,NaN,6500.39017033357
"1900832",1558594864,NaN,307561.420731707,34729.5243902439,30700,37085,19268,25364,16231,16823,6502
"1900833",1558594865,53313.81,307537,34749,NaN,NaN,NaN,NaN,16231,NaN,6502
"1900834",1558594866,NaN,307689.16957606,NaN,30700,37085,19268.0691823899,25364,NaN,16823,6501.1484032561
"1900835",1558594867,53308.41,307526.738461538,NaN,30700,37085.198,19312.1654135338,25364,16231,16823,6498.64614215127
"1900837",1558594869,NaN,307537.270072993,34733.802757158,NaN,37022,19291.5016611296,25364,16231,16823,6496.26525466465
"1900838",1558594870,NaN,NaN,34743.25,NaN,37001.38384177,19361.0781758958,25364,NaN,16823,6497
"1900839",1558594871,NaN,307539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900840",1558594872,NaN,307345.676190476,34749,30654,NaN,19302.664921466,25364,16231,16823,6496.58859315589
"1900841",1558594873,53236.2079954181,307541,NaN,NaN,36903,19277,NaN,NaN,NaN,NaN
"1900842",1558594874,NaN,307510.85,34721.8049735657,NaN,NaN,19461,NaN,NaN,NaN,NaN
"1900843",1558594875,NaN,NaN,NaN,NaN,NaN,19461,NaN,NaN,NaN,NaN
"1900844",1558594876,NaN,307542,NaN,NaN,NaN,19492,NaN,NaN,NaN,NaN
"1900845",1558594877,NaN,NaN,34689.5749385749,30654,36950,NaN,NaN,NaN,NaN,NaN
"1900847",1558594879,NaN,307543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900848",1558594880,NaN,307545.288461538,NaN,NaN,36950,NaN,NaN,NaN,NaN,NaN
"1900849",1558594881,NaN,307544.311926606,NaN,NaN,37000,NaN,NaN,NaN,NaN,NaN
"1900850",1558594882,NaN,NaN,NaN,NaN,37004.8165,NaN,NaN,NaN,NaN,NaN
"1900851",1558594883,NaN,NaN,34685,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900852",1558594884,NaN,307487.971830986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900853",1558594885,NaN,307450.541666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900854",1558594886,NaN,307491.307692308,NaN,NaN,37010.3681885125,NaN,NaN,NaN,NaN,NaN
"1900855",1558594887,NaN,NaN,NaN,NaN,36954,NaN,NaN,NaN,NaN,NaN
"1900856",1558594888,NaN,307545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900857",1558594889,53157.19,307393,34673,30567,36951.6627218935,19290,25364,16232,16823,6496
"1900858",1558594890,53161.12,307461.707692308,34677,30569,36950.402892562,19290,25364,16232,16823,6496
"1900859",1558594891,NaN,307548.256410256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900860",1558594892,53269.13,307550,34640.5467980296,NaN,NaN,NaN,25364,NaN,NaN,NaN
"1900861",1558594893,NaN,NaN,NaN,NaN,36887,NaN,NaN,NaN,NaN,NaN
"1900862",1558594894,NaN,307392.528571429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900863",1558594895,NaN,NaN,NaN,NaN,36901,NaN,NaN,NaN,NaN,NaN
"1900864",1558594896,NaN,NaN,NaN,NaN,NaN,19493,25360,NaN,NaN,6494.44107254209
"1900865",1558594897,NaN,307549.156496063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900866",1558594898,NaN,307550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900867",1558594899,NaN,307550.475460123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1900868",1558594900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6491
"1900869",1558594901,NaN,307551.397769517,34666,NaN,NaN,19492,NaN,NaN,16823.336196319,NaN
