"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"2246386",1558940418,NaN,NaN,NaN,NaN,35751,NaN,NaN,NaN,16500,NaN
"2246404",1558940436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6425
"2246405",1558940437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6424.60708782743
"2246409",1558940441,NaN,NaN,NaN,NaN,NaN,19370.5129990715,NaN,NaN,NaN,6448
"2246415",1558940447,NaN,313591.953654189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246416",1558940448,NaN,313526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246417",1558940449,NaN,313526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246419",1558940451,NaN,NaN,NaN,NaN,NaN,19370.4761904762,NaN,NaN,NaN,NaN
"2246420",1558940452,NaN,NaN,NaN,NaN,NaN,19371.4761904762,NaN,NaN,NaN,NaN
"2246421",1558940453,NaN,NaN,NaN,NaN,NaN,19370,NaN,NaN,NaN,NaN
"2246423",1558940455,NaN,313525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246425",1558940457,NaN,313529.608778626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246427",1558940459,NaN,313525.029850746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246428",1558940460,NaN,313526.201612903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246429",1558940461,NaN,313526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246430",1558940462,NaN,313912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246439",1558940471,NaN,313011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246440",1558940472,NaN,NaN,NaN,NaN,NaN,19377,NaN,NaN,NaN,NaN
"2246441",1558940473,NaN,313912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246443",1558940475,NaN,NaN,35171,NaN,NaN,NaN,NaN,NaN,NaN,6430
"2246444",1558940476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421.67532467533
"2246445",1558940477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421.85924050633
"2246447",1558940479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246448",1558940480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246450",1558940482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246451",1558940483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246453",1558940485,NaN,313914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246460",1558940492,NaN,313914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246461",1558940493,NaN,NaN,NaN,NaN,NaN,19370,NaN,NaN,NaN,6421.29142857143
"2246463",1558940495,NaN,313303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6435
"2246464",1558940496,NaN,NaN,NaN,NaN,NaN,19375,NaN,NaN,NaN,NaN
"2246479",1558940511,NaN,NaN,35540.2193784278,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246480",1558940512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16696.6181666667,NaN
"2246490",1558940522,NaN,313940.918518519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246496",1558940528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6423.65772298767
"2246498",1558940530,NaN,NaN,35593,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246499",1558940531,NaN,NaN,NaN,NaN,NaN,19387,NaN,NaN,NaN,6421
"2246500",1558940532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6433.7659
"2246501",1558940533,NaN,NaN,NaN,NaN,NaN,19339,NaN,NaN,NaN,NaN
"2246502",1558940534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246506",1558940538,NaN,NaN,35644,NaN,NaN,NaN,NaN,NaN,16521.69,NaN
"2246509",1558940541,NaN,313361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246511",1558940543,NaN,313940.108695652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246516",1558940548,NaN,NaN,35684,NaN,NaN,NaN,25243,NaN,NaN,NaN
"2246524",1558940556,NaN,NaN,NaN,NaN,35757.5057803468,NaN,NaN,NaN,NaN,NaN
"2246526",1558940558,NaN,NaN,35708,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246527",1558940559,NaN,313302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246528",1558940560,NaN,NaN,NaN,NaN,NaN,19388,NaN,NaN,NaN,NaN
"2246531",1558940563,54006.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246532",1558940564,NaN,NaN,NaN,NaN,NaN,19391,25013.5761679079,NaN,NaN,NaN
"2246534",1558940566,NaN,NaN,NaN,NaN,NaN,NaN,25224,NaN,NaN,NaN
"2246535",1558940567,NaN,NaN,35439,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246537",1558940569,NaN,NaN,35707,NaN,NaN,NaN,25223,NaN,NaN,NaN
"2246541",1558940573,NaN,313847.87,35708,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246544",1558940576,NaN,313302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246547",1558940579,NaN,313302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246549",1558940581,NaN,NaN,NaN,NaN,NaN,NaN,25089.9945945946,NaN,NaN,NaN
"2246551",1558940583,NaN,313302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6420
"2246559",1558940591,NaN,NaN,NaN,NaN,NaN,NaN,25186,NaN,NaN,NaN
"2246560",1558940592,NaN,NaN,NaN,NaN,NaN,NaN,25084,NaN,NaN,NaN
"2246562",1558940594,NaN,313302,NaN,NaN,NaN,19350,NaN,NaN,NaN,NaN
"2246563",1558940595,NaN,313394.547400612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246565",1558940597,NaN,313377.104712042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246566",1558940598,NaN,313528,NaN,NaN,35879,NaN,NaN,NaN,NaN,NaN
"2246567",1558940599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246568",1558940600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6427
"2246569",1558940601,NaN,313302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246571",1558940603,NaN,313297.323722149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246573",1558940605,NaN,313301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246575",1558940607,NaN,313000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246577",1558940609,NaN,313255.310344828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246585",1558940617,NaN,313000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246586",1558940618,NaN,313301,NaN,NaN,35881.1220657277,NaN,NaN,NaN,NaN,NaN
"2246588",1558940620,NaN,313301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246589",1558940621,NaN,313305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246594",1558940626,NaN,312994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246598",1558940630,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6420
"2246602",1558940634,NaN,312994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246603",1558940635,NaN,313202.74611399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246605",1558940637,NaN,313312.404432133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246610",1558940642,NaN,312991.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246614",1558940646,NaN,313284.578607322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246618",1558940650,NaN,312782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246619",1558940651,NaN,312780.962162162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246621",1558940653,NaN,313000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246628",1558940660,NaN,312780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246630",1558940662,NaN,NaN,35650,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246631",1558940663,NaN,NaN,NaN,NaN,35886,NaN,NaN,NaN,NaN,NaN
"2246632",1558940664,NaN,NaN,NaN,NaN,NaN,NaN,25007,NaN,NaN,NaN
"2246635",1558940667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16598,NaN
"2246642",1558940674,NaN,312780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246647",1558940679,NaN,313002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246652",1558940684,NaN,312780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246654",1558940686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16531,NaN
"2246655",1558940687,NaN,313006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246658",1558940690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6425
"2246659",1558940691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246660",1558940692,NaN,NaN,35631.7645536869,NaN,NaN,NaN,NaN,NaN,NaN,6421
"2246662",1558940694,NaN,313257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246663",1558940695,NaN,313000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246664",1558940696,NaN,NaN,35708,NaN,35886,NaN,NaN,NaN,NaN,NaN
"2246665",1558940697,NaN,313233.490196078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246668",1558940700,NaN,312777.690140845,NaN,NaN,NaN,19380.5302889096,NaN,NaN,NaN,6425
"2246670",1558940702,NaN,NaN,NaN,NaN,NaN,NaN,25035,NaN,NaN,NaN
"2246672",1558940704,NaN,313173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2246677",1558940709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6420
"2246678",1558940710,NaN,NaN,NaN,NaN,NaN,NaN,25027,NaN,NaN,6420
"2246689",1558940721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6420
"2246690",1558940722,NaN,NaN,NaN,NaN,35836.3333333333,NaN,NaN,NaN,NaN,NaN
