"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"777569",1557471601,NaN,NaN,35668.3824265166,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777580",1557471612,NaN,NaN,35691,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777584",1557471616,NaN,NaN,35650,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777599",1557471631,NaN,351715.533980583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777600",1557471632,NaN,NaN,NaN,NaN,NaN,19813,NaN,NaN,NaN,NaN
"777604",1557471636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6829
"777605",1557471637,NaN,NaN,35703.7302631579,NaN,NaN,NaN,NaN,NaN,NaN,6828
"777606",1557471638,NaN,NaN,35910.2534818941,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777607",1557471639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6762
"777608",1557471640,NaN,352653.470241988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777609",1557471641,NaN,352937.69138756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6762
"777610",1557471642,NaN,353226.773952096,35953,NaN,NaN,NaN,NaN,NaN,NaN,6800
"777611",1557471643,NaN,NaN,36000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777612",1557471644,NaN,353285.857798165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777614",1557471646,NaN,353266.982486865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777615",1557471647,NaN,353500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777616",1557471648,NaN,353488.111888112,NaN,NaN,NaN,NaN,26701,NaN,NaN,NaN
"777618",1557471650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777619",1557471651,NaN,NaN,NaN,NaN,NaN,NaN,26702,NaN,NaN,NaN
"777620",1557471652,NaN,353498.938053097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777621",1557471653,NaN,353230.298363095,NaN,NaN,NaN,20013,NaN,NaN,NaN,NaN
"777622",1557471654,NaN,353298.529411765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777623",1557471655,NaN,353400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777624",1557471656,NaN,353030.468899522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777627",1557471659,NaN,352894.160305344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777630",1557471662,NaN,NaN,NaN,NaN,NaN,NaN,26981.0613414223,NaN,NaN,NaN
"777631",1557471663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16389,NaN,NaN
"777633",1557471665,NaN,352999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6762.55346945483
"777634",1557471666,53207.27,352388.263157895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777635",1557471667,NaN,NaN,NaN,NaN,NaN,NaN,27002,NaN,NaN,NaN
"777636",1557471668,NaN,NaN,NaN,NaN,NaN,NaN,27002,NaN,NaN,6766
"777639",1557471671,NaN,NaN,NaN,NaN,NaN,NaN,27000.5328,NaN,NaN,NaN
"777640",1557471672,NaN,352144.048648649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6766
"777642",1557471674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6761
"777644",1557471676,NaN,352003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6761.19702276708
"777646",1557471678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777647",1557471679,NaN,NaN,36038,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777649",1557471681,NaN,NaN,NaN,NaN,NaN,NaN,27001.5049800797,NaN,NaN,NaN
"777650",1557471682,NaN,352081.936096718,NaN,NaN,44001.4112688554,NaN,NaN,NaN,NaN,NaN
"777651",1557471683,NaN,NaN,NaN,NaN,44032.9501438159,19925,NaN,NaN,NaN,NaN
"777652",1557471684,NaN,351703.87704918,NaN,NaN,NaN,NaN,26802,NaN,NaN,NaN
"777653",1557471685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777654",1557471686,NaN,NaN,NaN,NaN,NaN,19924.1841397849,26802,NaN,NaN,NaN
"777655",1557471687,NaN,352211,NaN,NaN,44278.824929972,NaN,NaN,NaN,NaN,NaN
"777657",1557471689,NaN,NaN,NaN,NaN,44284.4895960832,NaN,NaN,NaN,NaN,NaN
"777660",1557471692,NaN,351259.6328125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777661",1557471693,NaN,NaN,NaN,NaN,44404.5584868094,NaN,26863,NaN,NaN,NaN
"777662",1557471694,NaN,NaN,NaN,NaN,44398,NaN,26863,NaN,NaN,NaN
"777663",1557471695,NaN,351403.690909091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777664",1557471696,NaN,NaN,NaN,NaN,NaN,19938.7663252241,NaN,NaN,NaN,6764
"777665",1557471697,NaN,NaN,NaN,NaN,44468.5,NaN,27000,NaN,NaN,NaN
"777666",1557471698,NaN,351350.228070175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777667",1557471699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17220.9615384615,6764
"777668",1557471700,NaN,NaN,NaN,30923,NaN,19938.0823863636,NaN,NaN,NaN,NaN
"777669",1557471701,NaN,351257.486486487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777670",1557471702,NaN,351383,NaN,NaN,44469,NaN,NaN,NaN,NaN,NaN
"777671",1557471703,NaN,351197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777673",1557471705,53130.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777674",1557471706,NaN,351429.34256927,NaN,NaN,44468.601750547,NaN,26865,NaN,NaN,6760
"777675",1557471707,NaN,351416.14893617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777677",1557471709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777678",1557471710,NaN,NaN,NaN,NaN,NaN,19835,NaN,NaN,NaN,NaN
"777679",1557471711,NaN,NaN,NaN,NaN,44409.4232498394,NaN,NaN,NaN,NaN,NaN
"777681",1557471713,NaN,351105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777682",1557471714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777683",1557471715,NaN,351674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777685",1557471717,NaN,351674,NaN,NaN,44464,NaN,NaN,NaN,NaN,6760
"777687",1557471719,NaN,351677.504545455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777688",1557471720,NaN,351680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777689",1557471721,NaN,NaN,NaN,NaN,NaN,NaN,27000.3096666667,NaN,NaN,NaN
"777690",1557471722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6760.58355437666
"777691",1557471723,NaN,351111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"777693",1557471725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777694",1557471726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764
"777695",1557471727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6753.86381431767
"777696",1557471728,NaN,351116,NaN,NaN,NaN,NaN,27000,NaN,NaN,6757.54458161866
"777697",1557471729,53152.28,351116,35776,30931,44356.8196721311,19840,26815,16401,17224,6761.68554768846
"777698",1557471730,NaN,NaN,NaN,NaN,44266,NaN,NaN,NaN,NaN,6764
"777699",1557471731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6763.62
"777700",1557471732,NaN,NaN,NaN,NaN,NaN,19913.5726815241,NaN,NaN,NaN,6764
"777701",1557471733,53206.29,NaN,NaN,NaN,NaN,NaN,26853,NaN,NaN,NaN
"777702",1557471734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16400,NaN,NaN
"777703",1557471735,NaN,NaN,NaN,NaN,NaN,NaN,26853,NaN,NaN,NaN
"777704",1557471736,NaN,NaN,NaN,30935.8472906404,NaN,19928.987755102,NaN,NaN,NaN,NaN
"777706",1557471738,NaN,351917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6754.41981528128
"777707",1557471739,NaN,NaN,NaN,NaN,NaN,NaN,26853,NaN,NaN,6754
"777708",1557471740,52984.37,351250,35750,30886,NaN,19973,26858,16400,NaN,6750
