"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"4406370",1561100402,50074.7585465116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406371",1561100403,50078.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406376",1561100408,50278.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406384",1561100416,50320.3062763466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406385",1561100417,NaN,346225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406394",1561100426,NaN,345000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406395",1561100427,NaN,345000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406396",1561100428,NaN,NaN,NaN,32257.9842436975,NaN,NaN,NaN,NaN,NaN,NaN
"4406403",1561100435,NaN,NaN,NaN,NaN,36885.3021276596,NaN,NaN,NaN,NaN,NaN
"4406413",1561100445,NaN,NaN,NaN,NaN,36834.6774193548,NaN,NaN,NaN,NaN,NaN
"4406416",1561100448,NaN,NaN,NaN,NaN,36797,NaN,NaN,NaN,NaN,NaN
"4406420",1561100452,NaN,NaN,NaN,NaN,36780,20604.1057692308,NaN,NaN,NaN,NaN
"4406421",1561100453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7090
"4406422",1561100454,NaN,NaN,NaN,32298.5927835052,NaN,NaN,NaN,NaN,NaN,7052
"4406423",1561100455,NaN,NaN,NaN,32250.4344391785,NaN,NaN,NaN,NaN,NaN,NaN
"4406425",1561100457,50411.69,343901,39069,32238,NaN,20510.5778443114,26352,17736.3559322034,17400,7052
"4406426",1561100458,NaN,NaN,NaN,NaN,36732.8888888889,NaN,NaN,NaN,17380,NaN
"4406427",1561100459,NaN,NaN,NaN,32241,NaN,NaN,NaN,NaN,NaN,NaN
"4406428",1561100460,NaN,NaN,NaN,NaN,NaN,20511.5384615385,NaN,NaN,NaN,NaN
"4406429",1561100461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17818,NaN,7088
"4406431",1561100463,NaN,343900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406432",1561100464,NaN,343900,NaN,NaN,NaN,NaN,NaN,17868,NaN,NaN
"4406433",1561100465,NaN,343814.368,NaN,NaN,NaN,20456,NaN,NaN,NaN,NaN
"4406434",1561100466,NaN,343700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7050
"4406435",1561100467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7079
"4406436",1561100468,NaN,343700,NaN,NaN,36892,NaN,NaN,NaN,NaN,NaN
"4406437",1561100469,NaN,344394.606936416,NaN,NaN,NaN,NaN,NaN,NaN,17333,NaN
"4406438",1561100470,NaN,343700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7050
"4406439",1561100471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7079
"4406442",1561100474,NaN,NaN,NaN,32315,NaN,NaN,NaN,NaN,NaN,NaN
"4406443",1561100475,NaN,344577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406444",1561100476,NaN,343700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406445",1561100477,NaN,NaN,NaN,NaN,36890,NaN,NaN,NaN,NaN,NaN
"4406450",1561100482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17333,7078
"4406453",1561100485,NaN,344500,39062,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406455",1561100487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7050
"4406462",1561100494,NaN,NaN,NaN,NaN,36889,20457,NaN,NaN,NaN,NaN
"4406464",1561100496,NaN,343699.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406469",1561100501,NaN,NaN,NaN,NaN,36886,NaN,NaN,NaN,NaN,NaN
"4406470",1561100502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7050
"4406472",1561100504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7073.56851812138
"4406473",1561100505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7075
"4406474",1561100506,NaN,NaN,NaN,NaN,36702,NaN,NaN,NaN,NaN,7075
"4406475",1561100507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7075
"4406476",1561100508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7075
"4406477",1561100509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7075
"4406478",1561100510,NaN,NaN,NaN,NaN,36701,NaN,NaN,NaN,NaN,NaN
"4406484",1561100516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7069
"4406485",1561100517,NaN,NaN,38988,NaN,NaN,NaN,NaN,NaN,17333,NaN
"4406490",1561100522,NaN,343385.878378378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7051.30235294118
"4406491",1561100523,NaN,NaN,NaN,32271.6151012891,NaN,NaN,NaN,NaN,NaN,NaN
"4406492",1561100524,NaN,NaN,NaN,32237.7483146067,NaN,NaN,NaN,NaN,NaN,NaN
"4406493",1561100525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7053
"4406495",1561100527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7052
"4406496",1561100528,NaN,NaN,NaN,32268,NaN,NaN,NaN,NaN,NaN,NaN
"4406501",1561100533,NaN,343386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406504",1561100536,NaN,343753.259557344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7061.94231003781
"4406506",1561100538,NaN,NaN,NaN,NaN,NaN,20455.7312198484,NaN,NaN,NaN,NaN
"4406507",1561100539,NaN,NaN,NaN,NaN,NaN,20433.7402439024,NaN,NaN,NaN,NaN
"4406508",1561100540,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7054.7642
"4406518",1561100550,NaN,343386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406527",1561100559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7052.25109257052
"4406528",1561100560,50375.36,NaN,NaN,32245,NaN,NaN,NaN,NaN,NaN,NaN
"4406529",1561100561,50375.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7051.29613733906
"4406530",1561100562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7051
"4406531",1561100563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7060.89587700908
"4406532",1561100564,NaN,NaN,NaN,32284.770631068,NaN,NaN,NaN,NaN,NaN,7059.04481998531
"4406534",1561100566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7061.19822222222
"4406535",1561100567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7060
"4406536",1561100568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7060
"4406539",1561100571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7055.04305283757
"4406542",1561100574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7051
"4406543",1561100575,NaN,NaN,NaN,32292,NaN,NaN,NaN,NaN,NaN,NaN
"4406544",1561100576,NaN,NaN,39000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406546",1561100578,NaN,343500,39000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406548",1561100580,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7042
"4406550",1561100582,NaN,343386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406551",1561100583,50367.5,343309.614571093,38999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406552",1561100584,NaN,343300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406553",1561100585,50367.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406554",1561100586,NaN,343300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406555",1561100587,NaN,343246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406556",1561100588,NaN,343000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406557",1561100589,NaN,342501,38999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406558",1561100590,NaN,343585.935810811,NaN,NaN,NaN,20406,NaN,NaN,NaN,NaN
"4406559",1561100591,NaN,342506,NaN,32298.213592233,NaN,NaN,NaN,NaN,NaN,NaN
"4406562",1561100594,NaN,343499,38998,NaN,NaN,20405,NaN,NaN,NaN,NaN
"4406563",1561100595,NaN,343499,NaN,32305.0526315789,NaN,NaN,NaN,NaN,NaN,NaN
"4406566",1561100598,NaN,343499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406569",1561100601,NaN,343450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406570",1561100602,NaN,NaN,NaN,NaN,NaN,NaN,26351.8271604938,NaN,NaN,NaN
"4406571",1561100603,NaN,343500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406572",1561100604,NaN,NaN,NaN,NaN,NaN,NaN,26348,NaN,NaN,7042
"4406575",1561100607,NaN,342669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7040.13273340832
"4406576",1561100608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7035
"4406580",1561100612,NaN,343500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406583",1561100615,NaN,343965.905960265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406584",1561100616,NaN,343664.230414747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406588",1561100620,NaN,344025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406591",1561100623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7039.34731283007
"4406595",1561100627,NaN,343984.838709677,NaN,NaN,NaN,20408.8599363347,NaN,NaN,NaN,NaN
"4406596",1561100628,NaN,NaN,NaN,NaN,NaN,20403.0572155969,NaN,NaN,NaN,NaN
"4406597",1561100629,NaN,NaN,NaN,NaN,NaN,20404,NaN,NaN,NaN,7035.95950774117
"4406599",1561100631,NaN,NaN,NaN,NaN,NaN,20386.598,NaN,NaN,NaN,NaN
"4406601",1561100633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7038
"4406603",1561100635,NaN,NaN,NaN,NaN,NaN,20385,26254,NaN,NaN,NaN
"4406605",1561100637,NaN,343148.996632997,NaN,NaN,NaN,20384,NaN,NaN,NaN,NaN
"4406606",1561100638,NaN,NaN,NaN,NaN,NaN,20384,NaN,NaN,NaN,NaN
"4406609",1561100641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7032
"4406610",1561100642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7032
"4406611",1561100643,NaN,NaN,NaN,NaN,NaN,20384,NaN,NaN,NaN,7033.10887253003
"4406612",1561100644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7036.0731041456
"4406613",1561100645,NaN,NaN,NaN,32356.3150684931,NaN,NaN,NaN,NaN,NaN,NaN
"4406615",1561100647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7032
"4406616",1561100648,NaN,343733.173970784,NaN,NaN,NaN,20384,NaN,NaN,17334,NaN
"4406617",1561100649,NaN,NaN,NaN,NaN,NaN,20384,NaN,NaN,NaN,NaN
"4406621",1561100653,NaN,344030,NaN,NaN,36701,20384,NaN,NaN,17330,NaN
"4406622",1561100654,NaN,NaN,39050,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4406623",1561100655,NaN,NaN,NaN,NaN,NaN,20384,NaN,NaN,NaN,NaN
