"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"4147183",1560841215,51717.1978778135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147187",1560841219,NaN,NaN,NaN,31863.1791666667,NaN,NaN,NaN,NaN,NaN,NaN
"4147188",1560841220,NaN,NaN,NaN,31854.7125506073,NaN,NaN,NaN,NaN,NaN,NaN
"4147215",1560841247,52035.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147216",1560841248,NaN,NaN,39252.2821917808,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147218",1560841250,NaN,NaN,NaN,NaN,36197,NaN,NaN,NaN,NaN,NaN
"4147221",1560841253,NaN,NaN,NaN,NaN,36191.4291287386,NaN,NaN,NaN,NaN,NaN
"4147222",1560841254,NaN,349372.593856655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147223",1560841255,NaN,349170.339943343,NaN,NaN,36160.5104806267,NaN,NaN,NaN,NaN,NaN
"4147224",1560841256,NaN,349077.451327434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147225",1560841257,NaN,349501.083333333,NaN,NaN,36200,NaN,NaN,NaN,NaN,NaN
"4147226",1560841258,NaN,NaN,NaN,NaN,36244,NaN,NaN,NaN,NaN,NaN
"4147228",1560841260,NaN,349794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147229",1560841261,NaN,NaN,NaN,NaN,36209.6302083333,NaN,NaN,NaN,NaN,NaN
"4147230",1560841262,NaN,NaN,NaN,NaN,36200.5497237569,NaN,NaN,NaN,NaN,NaN
"4147231",1560841263,NaN,NaN,NaN,31785,NaN,NaN,NaN,NaN,NaN,NaN
"4147232",1560841264,NaN,349796,NaN,NaN,36197.4731182796,NaN,NaN,NaN,NaN,NaN
"4147233",1560841265,NaN,349713.84370016,NaN,NaN,36200,NaN,NaN,NaN,NaN,NaN
"4147234",1560841266,NaN,349651.039370079,NaN,NaN,36197.1357813834,NaN,NaN,NaN,NaN,NaN
"4147235",1560841267,NaN,NaN,NaN,NaN,36200,NaN,NaN,NaN,NaN,NaN
"4147236",1560841268,NaN,NaN,NaN,NaN,36193.2888984141,NaN,NaN,NaN,NaN,NaN
"4147237",1560841269,NaN,349722.902654867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147238",1560841270,NaN,349609.06010929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147239",1560841271,NaN,349796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147240",1560841272,NaN,351200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147241",1560841273,52037.92794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147243",1560841275,NaN,350511.69600939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147244",1560841276,NaN,350257.769905533,39293,31799,36197,NaN,NaN,NaN,NaN,NaN
"4147245",1560841277,NaN,349272.229357798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147246",1560841278,52025.01375,349640.352941176,39330.25,31794.9677419355,36197,19712.0913539967,25629.0218687873,17462.5,16699.3858267717,6787.125
"4147247",1560841279,NaN,NaN,NaN,NaN,NaN,19715.3734756098,NaN,NaN,16699,NaN
"4147248",1560841280,NaN,NaN,NaN,NaN,NaN,19687.4887780549,25629,NaN,NaN,NaN
"4147249",1560841281,NaN,350219.516483516,NaN,NaN,NaN,19732.6822302811,NaN,NaN,NaN,NaN
"4147252",1560841284,NaN,NaN,NaN,NaN,NaN,NaN,25630,NaN,NaN,NaN
"4147253",1560841285,51897.4645539906,NaN,NaN,NaN,36095,NaN,NaN,NaN,NaN,NaN
"4147255",1560841287,NaN,350754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147259",1560841291,NaN,350005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147261",1560841293,51953.33,349953.892783505,39286,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147262",1560841294,51953.33,350000,39286,NaN,36092.279905716,NaN,NaN,NaN,NaN,NaN
"4147263",1560841295,NaN,349630.504424779,39286,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147265",1560841297,NaN,349793.357798165,NaN,NaN,36196,NaN,NaN,NaN,NaN,NaN
"4147268",1560841300,NaN,NaN,NaN,NaN,NaN,19870,NaN,NaN,NaN,NaN
"4147270",1560841302,NaN,NaN,NaN,NaN,NaN,19899,NaN,NaN,NaN,NaN
"4147271",1560841303,NaN,349544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147273",1560841305,NaN,NaN,NaN,NaN,NaN,19879.4637462236,NaN,NaN,NaN,NaN
"4147274",1560841306,NaN,349539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"4147276",1560841308,51923.88,349220.54505814,NaN,31770,NaN,NaN,NaN,NaN,NaN,NaN
"4147277",1560841309,51931.73,348822.2,NaN,31782,NaN,19793.2266308003,NaN,NaN,NaN,NaN
