"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"1209589",1557903621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17820.32,NaN
"1209606",1557903638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6867.60299083454
"1209609",1557903641,NaN,339100.877862595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209612",1557903644,NaN,339769.276648841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209615",1557903647,NaN,339102,NaN,NaN,NaN,NaN,NaN,17004,NaN,NaN
"1209616",1557903648,NaN,339830.388888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209619",1557903651,NaN,339838.492307692,35152,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209621",1557903653,NaN,NaN,NaN,NaN,NaN,20275.7984031936,NaN,NaN,NaN,NaN
"1209622",1557903654,NaN,340082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209629",1557903661,52042.69,NaN,NaN,30622,NaN,NaN,NaN,NaN,NaN,NaN
"1209632",1557903664,NaN,NaN,35212.0796553543,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209633",1557903665,NaN,340006.693877551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209638",1557903670,NaN,340000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209640",1557903672,NaN,340328,35200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209641",1557903673,NaN,340625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209644",1557903676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17937,NaN
"1209649",1557903681,NaN,340607.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209651",1557903683,NaN,NaN,NaN,NaN,NaN,20348,NaN,NaN,NaN,NaN
"1209652",1557903684,52001.7519729207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209655",1557903687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17001.8143213988,NaN,NaN
"1209658",1557903690,NaN,NaN,35218.5466224617,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209660",1557903692,NaN,340500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209661",1557903693,NaN,340579.485981308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209664",1557903696,NaN,340500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209665",1557903697,NaN,340500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209666",1557903698,NaN,340484.588235294,35220,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209667",1557903699,NaN,340500,35210,NaN,NaN,20347,NaN,NaN,NaN,NaN
"1209669",1557903701,51906.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209677",1557903709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16982.5205913411,NaN,NaN
"1209678",1557903710,NaN,NaN,NaN,NaN,NaN,NaN,27267,NaN,NaN,NaN
"1209679",1557903711,NaN,340108.756097561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209681",1557903713,NaN,340500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209683",1557903715,NaN,340499.605405405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1209684",1557903716,NaN,340500,NaN,NaN,NaN,NaN,27125,NaN,NaN,NaN
