"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"1727982",1558422014,NaN,NaN,NaN,NaN,43402,NaN,NaN,NaN,NaN,NaN
"1727989",1558422021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16848,NaN,NaN
"1727994",1558422026,NaN,NaN,NaN,NaN,43779,NaN,NaN,NaN,NaN,NaN
"1728008",1558422040,53600.6057407407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728022",1558422054,NaN,NaN,35563,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728023",1558422055,NaN,322787.262210797,35563,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728024",1558422056,NaN,323128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728026",1558422058,NaN,323241.113537118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728027",1558422059,NaN,323297.874251497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728029",1558422061,NaN,NaN,NaN,30544,NaN,19776,NaN,NaN,NaN,NaN
"1728030",1558422062,NaN,NaN,NaN,30541,NaN,NaN,NaN,NaN,NaN,NaN
"1728031",1558422063,NaN,323389.525974026,NaN,30541,NaN,NaN,NaN,NaN,NaN,NaN
"1728032",1558422064,NaN,323429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728033",1558422065,NaN,NaN,NaN,30539,NaN,NaN,NaN,NaN,NaN,NaN
"1728034",1558422066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6563.984375
"1728035",1558422067,NaN,323562.777777778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728036",1558422068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6565
"1728039",1558422071,NaN,323944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728040",1558422072,NaN,NaN,35578.7234589041,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728042",1558422074,NaN,323946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728043",1558422075,NaN,323781.98,NaN,30551,NaN,NaN,NaN,NaN,NaN,NaN
"1728044",1558422076,NaN,323800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728045",1558422077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16842,NaN,NaN
"1728048",1558422080,NaN,323605,NaN,NaN,NaN,NaN,NaN,16842,NaN,NaN
"1728049",1558422081,NaN,323800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728051",1558422083,53532.29,323800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728052",1558422084,NaN,323823.876155268,NaN,NaN,NaN,19851,NaN,NaN,NaN,NaN
"1728053",1558422085,NaN,323959.100323625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728054",1558422086,NaN,323945.46122449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728055",1558422087,NaN,NaN,NaN,NaN,NaN,19844,NaN,NaN,NaN,NaN
"1728056",1558422088,NaN,323865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728057",1558422089,NaN,325389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728061",1558422093,53532.29,325382.077455048,NaN,NaN,43778.1958174905,19851.0776107273,NaN,16900,NaN,6564.16336228922
"1728062",1558422094,53532.29,324254.698863636,35581,NaN,43771.1734693878,19843.2329615861,NaN,16851.783592645,NaN,6542.42623899954
"1728063",1558422095,NaN,NaN,NaN,NaN,43829,NaN,NaN,NaN,NaN,NaN
"1728064",1558422096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16901,NaN,NaN
"1728065",1558422097,NaN,324817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6569
"1728066",1558422098,NaN,324818,NaN,NaN,NaN,19810,NaN,NaN,NaN,NaN
"1728067",1558422099,NaN,324460.914285714,NaN,NaN,43685,19810.6042296073,NaN,NaN,NaN,6554.75362561824
"1728068",1558422100,NaN,NaN,NaN,NaN,43685,NaN,NaN,NaN,NaN,NaN
"1728069",1558422101,NaN,324817,NaN,NaN,NaN,19835.3365921788,NaN,NaN,NaN,6551
"1728071",1558422103,NaN,324279.704225352,NaN,NaN,NaN,19853.8779069767,NaN,NaN,NaN,NaN
"1728072",1558422104,NaN,324816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728073",1558422105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16906,NaN,NaN
"1728075",1558422107,NaN,324449.02661597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728078",1558422110,NaN,324436.239067055,35580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728079",1558422111,NaN,324159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728081",1558422113,NaN,324157.1,35557,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728082",1558422114,NaN,323918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728083",1558422115,NaN,323857.141025641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728084",1558422116,NaN,323831.056661562,35556,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728085",1558422117,53473.37,323801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6561.79907887162
"1728086",1558422118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6561
"1728087",1558422119,NaN,NaN,NaN,30596,NaN,NaN,NaN,NaN,17017,6561.5
"1728088",1558422120,NaN,324026.107344633,NaN,30597.0285714286,NaN,NaN,NaN,NaN,NaN,NaN
"1728089",1558422121,NaN,324016.981927711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728090",1558422122,53559.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728094",1558422126,NaN,324468.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1728095",1558422127,53559.79,324736.960992908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6552.24082974956
