"","Date","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"691168",1557385200,NaN,NaN,35730.1833976834,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691169",1557385201,NaN,NaN,35764.7549668874,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691184",1557385216,NaN,NaN,35603.8014589905,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691185",1557385217,NaN,NaN,35565.3482751044,NaN,NaN,NaN,NaN,16570.3233243968,NaN,NaN
"691186",1557385218,NaN,NaN,35566,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691188",1557385220,NaN,NaN,35712,NaN,NaN,NaN,NaN,16518,NaN,NaN
"691192",1557385224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16522,NaN,NaN
"691197",1557385229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16569.1333333333,NaN,NaN
"691201",1557385233,NaN,NaN,NaN,NaN,NaN,20152.6875761267,NaN,16518.0222855662,NaN,NaN
"691202",1557385234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16532.9963636364,NaN,NaN
"691203",1557385235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16527.8339889851,NaN,NaN
"691204",1557385236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16509.2230443975,NaN,NaN
"691208",1557385240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16502.3511326861,NaN,NaN
"691209",1557385241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16502,NaN,6780.88862438361
"691211",1557385243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16500,NaN,NaN
"691212",1557385244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16499.0666666667,NaN,NaN
"691213",1557385245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6785.24429173132
"691214",1557385246,NaN,NaN,NaN,NaN,NaN,20153.4273709484,NaN,16498,NaN,6783.57121491026
"691215",1557385247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16505.5441343964,NaN,6788.08666169896
"691216",1557385248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16495.6618257261,NaN,6789
"691218",1557385250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16493,NaN,6789.57731239092
"691219",1557385251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16493,NaN,NaN
"691220",1557385252,NaN,NaN,NaN,30751.841495524,NaN,20141.3752950433,NaN,16504,NaN,NaN
"691221",1557385253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16505,NaN,NaN
"691222",1557385254,51676.426,NaN,NaN,NaN,NaN,20017,NaN,NaN,NaN,6789.39249518385
"691223",1557385255,NaN,NaN,NaN,30667.5372670807,NaN,20144.2041522491,NaN,NaN,NaN,6799.57569585879
"691224",1557385256,NaN,NaN,NaN,30696,NaN,NaN,NaN,16509.788434903,NaN,6789
"691225",1557385257,NaN,NaN,35550.3627639155,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691226",1557385258,NaN,352601.82187731,NaN,NaN,NaN,20012.2587412587,NaN,NaN,NaN,NaN
"691227",1557385259,NaN,352591.985611511,35500,30500.546875,44751.4748201439,20001,NaN,16494.7318037975,18094.295958279,6787.14153400868
"691228",1557385260,NaN,NaN,NaN,30594.498694517,NaN,NaN,NaN,16556,NaN,NaN
"691229",1557385261,NaN,352590.325966851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691230",1557385262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16556,18089,NaN
"691233",1557385265,NaN,352505.856519027,NaN,30542.8667699458,NaN,20004,NaN,NaN,NaN,NaN
"691234",1557385266,NaN,352171.50625,35500,30513,NaN,NaN,NaN,16556.1903208265,18002,NaN
"691235",1557385267,NaN,351457.592592593,NaN,NaN,NaN,NaN,NaN,16558,NaN,NaN
"691236",1557385268,NaN,350671,NaN,NaN,NaN,20010.0276883451,NaN,NaN,NaN,NaN
"691237",1557385269,NaN,350526,NaN,NaN,NaN,20043,NaN,NaN,NaN,NaN
"691238",1557385270,NaN,NaN,35500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691239",1557385271,NaN,351522.539325843,35500,30500,NaN,20022.6311010216,NaN,NaN,NaN,NaN
"691240",1557385272,NaN,NaN,NaN,30538.2395474668,NaN,20039.9382957884,NaN,16558,NaN,NaN
"691241",1557385273,51794.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691242",1557385274,NaN,350522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691243",1557385275,NaN,NaN,NaN,30414,NaN,20041.2651482596,NaN,NaN,NaN,NaN
"691244",1557385276,51873.8,351091.22832981,35500,NaN,NaN,NaN,NaN,16562.3776671408,NaN,NaN
"691245",1557385277,51873.8,350529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691246",1557385278,NaN,350698.640873016,NaN,NaN,NaN,20031.6649056604,NaN,NaN,NaN,6794.92204715734
"691247",1557385279,NaN,352218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691248",1557385280,NaN,350847.688073394,NaN,NaN,44990,NaN,NaN,16586,NaN,NaN
"691249",1557385281,NaN,350848,NaN,NaN,NaN,NaN,NaN,NaN,18045.0601851852,NaN
"691250",1557385282,NaN,350688.761904762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691251",1557385283,51753.02,350690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691252",1557385284,NaN,350855.310160428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691253",1557385285,NaN,350700,NaN,NaN,NaN,20018,NaN,NaN,NaN,NaN
"691254",1557385286,NaN,NaN,NaN,NaN,NaN,20013.8444045482,NaN,NaN,NaN,NaN
"691255",1557385287,NaN,350528,35482,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691256",1557385288,NaN,NaN,35484,NaN,NaN,20004,NaN,NaN,NaN,NaN
"691258",1557385290,NaN,350501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691260",1557385292,NaN,350505,NaN,NaN,NaN,20003,NaN,NaN,NaN,NaN
"691261",1557385293,NaN,351000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691262",1557385294,NaN,350505,NaN,NaN,NaN,20001,NaN,NaN,NaN,NaN
"691263",1557385295,NaN,350502.94938918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691264",1557385296,NaN,350977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691265",1557385297,NaN,NaN,35477.9357581483,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691266",1557385298,NaN,350161.574257426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691267",1557385299,NaN,350100,NaN,NaN,NaN,20001,NaN,NaN,NaN,NaN
"691269",1557385301,NaN,NaN,NaN,NaN,NaN,20000.9428962997,NaN,NaN,NaN,NaN
"691270",1557385302,51811.1490031813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691272",1557385304,NaN,350558.898595944,NaN,NaN,NaN,NaN,27450,NaN,NaN,6795
"691273",1557385305,NaN,350177.34375,NaN,NaN,NaN,19973.3245192308,27450,NaN,NaN,NaN
"691274",1557385306,NaN,350025.658291457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691276",1557385308,NaN,350029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691277",1557385309,NaN,350100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691278",1557385310,NaN,350100,NaN,NaN,NaN,19961,NaN,NaN,NaN,NaN
"691280",1557385312,NaN,350704.75304878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691281",1557385313,NaN,350151.444444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691282",1557385314,NaN,350626.324022346,NaN,NaN,NaN,19950,NaN,NaN,NaN,NaN
"691283",1557385315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18003,NaN
"691284",1557385316,NaN,351000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691285",1557385317,NaN,NaN,NaN,NaN,NaN,19949,27618,16586,NaN,NaN
"691286",1557385318,NaN,351000,NaN,NaN,44751.0328396652,19924.3125,NaN,NaN,NaN,NaN
"691287",1557385319,NaN,NaN,NaN,NaN,44751,NaN,NaN,NaN,NaN,NaN
"691289",1557385321,NaN,NaN,35475,NaN,NaN,19940,NaN,NaN,NaN,NaN
"691290",1557385322,NaN,NaN,NaN,NaN,44599,NaN,NaN,NaN,NaN,NaN
"691292",1557385324,NaN,NaN,NaN,NaN,44599.4535147392,NaN,NaN,NaN,NaN,NaN
"691293",1557385325,NaN,NaN,NaN,NaN,44592.4761904762,NaN,NaN,NaN,NaN,NaN
"691295",1557385327,NaN,NaN,NaN,NaN,NaN,19883,NaN,NaN,NaN,NaN
"691296",1557385328,NaN,NaN,NaN,NaN,44592,NaN,27215.95215311,16585.479305741,NaN,NaN
"691297",1557385329,NaN,NaN,NaN,NaN,44592.3168539326,19884,NaN,NaN,NaN,NaN
"691298",1557385330,NaN,351988,NaN,NaN,44575,NaN,NaN,16586.2811140122,NaN,NaN
"691299",1557385331,NaN,351994.333333333,NaN,NaN,44533,NaN,27200,16600,NaN,NaN
"691300",1557385332,NaN,351998.65034965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691301",1557385333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6778.09015506671
"691302",1557385334,NaN,NaN,35517.6076250993,NaN,44557.0036787247,NaN,27498.7807017544,NaN,NaN,NaN
"691303",1557385335,NaN,NaN,NaN,NaN,44521.1553884712,NaN,NaN,NaN,NaN,NaN
"691304",1557385336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6775
"691308",1557385340,NaN,NaN,35568,NaN,44521,NaN,NaN,NaN,NaN,NaN
"691309",1557385341,NaN,NaN,NaN,NaN,NaN,19884,27182,16620,NaN,NaN
"691310",1557385342,NaN,NaN,NaN,NaN,44520,19909.2134831461,NaN,NaN,NaN,NaN
"691311",1557385343,NaN,NaN,NaN,NaN,NaN,19889.7245179063,NaN,NaN,NaN,NaN
"691315",1557385347,NaN,NaN,NaN,NaN,NaN,19881,NaN,NaN,NaN,NaN
"691316",1557385348,NaN,NaN,NaN,NaN,NaN,19883,NaN,NaN,NaN,NaN
"691320",1557385352,NaN,351031.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691321",1557385353,NaN,351996.247787611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691322",1557385354,NaN,351185.638554217,35500,NaN,44542.0036764706,19882,27182,16594,18003,6775
"691323",1557385355,NaN,NaN,NaN,NaN,44586.0935085008,NaN,NaN,NaN,NaN,NaN
"691324",1557385356,NaN,NaN,NaN,NaN,44544.8915662651,NaN,NaN,NaN,NaN,NaN
"691326",1557385358,51863.98,NaN,NaN,30249.4306049822,NaN,NaN,27201,NaN,NaN,NaN
"691327",1557385359,NaN,351039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691330",1557385362,NaN,NaN,NaN,30250,NaN,19885,NaN,NaN,NaN,NaN
"691334",1557385366,NaN,351039.349282297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691335",1557385367,NaN,351037.96187175,NaN,30179,NaN,NaN,NaN,NaN,NaN,NaN
"691336",1557385368,51995.56,NaN,35500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691337",1557385369,NaN,351376.694444444,35500,NaN,44522,19886,27217.5947006869,16590.2153956835,18004.1196319018,6767.80649926145
"691338",1557385370,NaN,351998.955882353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691339",1557385371,NaN,351999,NaN,NaN,NaN,NaN,27379,16629,NaN,NaN
"691340",1557385372,NaN,NaN,NaN,NaN,NaN,NaN,27200,NaN,NaN,NaN
"691341",1557385373,NaN,NaN,NaN,NaN,NaN,NaN,27202.8402366864,NaN,NaN,NaN
"691342",1557385374,NaN,NaN,NaN,30168,NaN,NaN,NaN,NaN,NaN,NaN
"691343",1557385375,51989.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691344",1557385376,NaN,NaN,NaN,NaN,44522,NaN,NaN,NaN,NaN,NaN
"691346",1557385378,NaN,351115.634615385,35500,30162,44565.1641025641,19887,27277.546961326,16590,18004,6767
"691347",1557385379,NaN,NaN,NaN,NaN,44573,NaN,27200,NaN,NaN,NaN
"691348",1557385380,NaN,351894.635,NaN,NaN,44577.067114094,NaN,NaN,NaN,NaN,NaN
"691349",1557385381,52123.21,351904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"691350",1557385382,NaN,351119,35500.4825396825,NaN,44523,19886,27200,16590,18037.2673267327,6765.67621052632
"691351",1557385383,51995.56,351200,NaN,NaN,44524.1530612245,NaN,27200,NaN,18053,NaN
"691352",1557385384,NaN,NaN,NaN,NaN,NaN,19885,27222.9443099274,NaN,NaN,NaN
"691354",1557385386,NaN,NaN,NaN,NaN,44593,19885,27199.2315789474,NaN,NaN,NaN
